sensor_id,datetime,timezone,longitude,latitude
954cfcb3-40be-4506-8009-fc1a7631fe9b,2/1/2021 17:56,America/Sao_Paulo,-44.7267221,-17.5969817
7e146eab-c65f-42c9-94b6-125e63df02a9,2/1/2021 18:12,America/Sao_Paulo,-49.4547036,-21.9929318
df444f35-a86b-4ef9-ad3f-0de8b474aede,2/1/2021 18:27,Europe/Athens,21.6225718,39.45978
8771c4da-5ade-4419-885b-1afdb2da8945,2/1/2021 19:15,Asia/Yerevan,44.5593439,40.025532
578a26f4-1d20-4945-9131-245c602290c7,3/1/2021 4:26,Asia/Urumqi,129.283467,47.138034
2b46a456-876f-4f08-851b-9939883f4009,3/1/2021 4:51,Asia/Manila,125.358562,12.269743
278a1527-11c0-4e8d-8223-474b05587511,3/1/2021 5:46,Asia/Chongqing,112.453926,34.620202
aa1016d7-5bbe-4bd5-ada7-ac92d1cd9c47,3/1/2021 8:47,Europe/Prague,15.9258038,50.2614977
c0875fa7-0322-4700-a68e-ff5b2d3a68c8,3/1/2021 12:54,Europe/Paris,5.8978018,43.4945737
8c22d00e-58eb-4762-a00f-7d6dbcd05222,3/1/2021 14:22,America/Jamaica,-77.3286111,18.0622222
15b72ffe-eb99-4e72-accf-2d6b586f9ac5,3/1/2021 14:26,Europe/Amsterdam,3.5455371,51.4588944
60607b25-c293-4075-ba95-1349c5d4a189,3/1/2021 15:02,Europe/Warsaw,15.0548688,54.0295572
f0358c75-c32c-43f3-9913-00ea6f9033bd,3/1/2021 19:09,America/Lima,-73.3487639,-13.6667285
8734744a-904d-4a0d-8966-6491d69afaad,3/1/2021 19:12,Asia/Makassar,119.7371425,-9.8492904
0e5dea43-e950-4846-b243-8cd2277b1eee,3/1/2021 21:04,Europe/Lisbon,-7.9965492,39.6048507
11bbd9be-8f19-4e9f-8840-6bed10618195,4/1/2021 5:26,Europe/Warsaw,14.8755999,52.4530993
64de1ef8-b1d1-4886-a46f-90b980613388,4/1/2021 8:46,America/Sao_Paulo,-46.805914,-22.1755019
f118e727-3423-42c1-b808-585789b2b6fa,4/1/2021 11:59,Asia/Chongqing,117.223371,39.109563
11b2cb0a-b331-4586-8c33-67cd963deed7,4/1/2021 15:52,America/Monterrey,-105.4093552,20.8965838
94ca4c0b-518a-457c-9d58-d66fa0e141b1,4/1/2021 15:59,Asia/Colombo,80.399764,6.6814285
6568149a-b4a4-40f8-b905-1b9aec906ac9,4/1/2021 18:40,Europe/Paris,5.8978018,43.4945737
86a4311d-2fe7-4f5b-b832-dd2cab020033,4/1/2021 20:07,Asia/Shanghai,106.278153,38.465785
63c4a435-dda0-4cbc-bc2e-e97368cb6cc9,4/1/2021 20:08,Europe/Paris,2.8002946,47.3591366
d4d632c9-bdfd-45b7-ad25-8eb2342486a9,5/1/2021 0:11,Europe/Warsaw,16.164006,50.7852989
135acb03-b6ce-4505-a36e-8361a6397726,5/1/2021 1:33,Asia/Shanghai,103.604698,32.655325
950bb7ec-0bde-414f-8221-a8ef6d5f5f77,5/1/2021 2:05,Asia/Jakarta,110.816549,-6.7728847
f1dc4fe6-1512-4117-85b6-2349f8baa7d5,5/1/2021 14:18,America/Sao_Paulo,-49.2452364,-26.4355066
ab5b570a-9f04-4434-8cdd-0d63c6f378ca,5/1/2021 15:02,Europe/Amsterdam,6.0581861,51.9321156
ab0b2114-3a4d-44f3-bb85-951f91280145,5/1/2021 15:27,Europe/Uzhgorod,24.411971,48.2735736
fd82d666-7df0-451a-974d-32c7b73ed26f,5/1/2021 18:54,Africa/Libreville,13.6015463,-1.6196441
ce5e0ba7-c581-4dc2-b67f-861490411299,5/1/2021 20:44,Asia/Jakarta,106.5701927,-7.1221059
e74860e4-b521-42ce-a8ba-60f13325dbb2,5/1/2021 22:07,Europe/Athens,22.7599084,37.9761732
0026328a-2146-457b-9365-38aca3d6fd39,6/1/2021 1:07,Asia/Jakarta,109.0771185,-7.5109156
c2552ccb-ab05-47f9-bb6f-b12082c5845b,6/1/2021 1:08,Europe/Stockholm,12.0602512,57.779138
7b977328-375b-40fd-8021-a1daeaba0d7e,6/1/2021 3:54,Europe/Uzhgorod,23.8543141,49.0702518
3f235328-cc99-46b3-883e-a46a7d1a4c0e,6/1/2021 5:45,Asia/Jakarta,107.9833112,-7.1684722
6ac5c8cc-66b6-42b2-aa9a-e063b3104286,6/1/2021 9:32,Africa/Addis_Ababa,41.4362457,11.5505858
177c197d-d909-4f43-8b60-8de84a5e391b,6/1/2021 15:01,Asia/Chongqing,108.736289,18.578496
2563b48d-52eb-477c-bfdb-c5960182e066,6/1/2021 16:40,Asia/Bangkok,99.8348146,8.16682
64b61883-d023-4a6c-b6fe-15f61c0c0fd8,6/1/2021 21:54,Asia/Chongqing,109.44096,34.540852
31f49006-dec3-454b-9818-b1913950933a,7/1/2021 3:09,Asia/Jakarta,110.6749978,-7.6535289
5fa22964-3c25-4527-a52d-1ae924a3f402,7/1/2021 4:19,Asia/Jakarta,106.9535691,-6.9888872
74b59377-2cb9-4cea-a3a6-145f63d2e8ca,7/1/2021 5:58,Asia/Makassar,112.932,-6.8961
9036c696-2d8c-4539-9e28-a2d085aae5e8,7/1/2021 7:07,America/Lima,-76.087997,-10.32553
5f3aff70-b245-4da2-b2fe-f1e55890d163,7/1/2021 9:32,Asia/Manila,123.4869995,12.2200003
da14c968-5f00-496a-957e-a4a6b87cb115,7/1/2021 11:44,Europe/Lisbon,-9.1809626,39.0369331
4be1da73-4bd3-4afa-bd46-d9de9e51c783,7/1/2021 19:10,Asia/Shanghai,111.244529,21.955472
196e3c8d-0252-40c4-8876-db6c376c5d62,7/1/2021 21:29,Europe/Moscow,30.1696437,59.615642
62ab7f67-61b3-4dc2-89c6-a1366367b901,7/1/2021 22:10,America/Argentina/Tucuman,-65.6147813,-27.4308908
16760027-5dfe-4bc1-b1dc-2836b0547eef,8/1/2021 1:13,America/Bogota,-73.237105,10.034716
e459984f-ccd7-498b-98a1-1459a2fbc724,8/1/2021 3:20,Europe/Berlin,11.5584376,48.1251024
439b50ec-0fab-4b58-bcd6-00ea45a69c5a,8/1/2021 6:19,Europe/Paris,1.1518478,49.0261841
cb2ee1ee-cbd7-4011-8925-4c83b2fe219b,8/1/2021 11:21,Asia/Chongqing,103.760377,25.424394
9db5324c-a999-42dc-8178-3886ccf20ffb,8/1/2021 11:33,Europe/Moscow,29.8519956,59.6742944
97bf7920-4f00-49d3-bf63-dfbf6ba3af67,8/1/2021 18:35,Asia/Jakarta,108.2822389,-7.4250762
176f0fa8-63e1-4271-8040-e227fcca5a70,8/1/2021 23:37,Asia/Urumqi,121.9104961,30.9127987
22fb9d3f-7338-44fa-94d4-f21ec8c04452,9/1/2021 1:43,Europe/Stockholm,16.642353,57.7602946
bdf9bbc6-dab7-419f-a66a-b286cba7a2a4,9/1/2021 3:49,America/Edmonton,-111.743338,53.7131425
0b58f89c-634f-4a72-bd64-8e4a92af34f2,9/1/2021 5:34,America/Santiago,-68.1997156,-22.9087073
ccb9900d-73fe-4911-806b-7ec906bd0c0e,9/1/2021 8:54,Africa/Abidjan,-4.0516619,5.4877137
e22485bc-d697-4232-8330-7c26abc82646,9/1/2021 9:28,Africa/Tunis,10.3329494,36.8625853
a77fdd62-4b3a-410e-aff7-d5d9faf20977,9/1/2021 11:31,Europe/Tallinn,23.0835987,58.55895
08573ec3-7e91-46f1-9006-8a9582391d7d,9/1/2021 12:04,Asia/Shanghai,116.546998,28.369399
3ce46f0d-40ce-4188-90e7-d08f6cf842c3,9/1/2021 14:51,Asia/Makassar,120.4871,-9.9104
41b56dd2-1a16-496a-8bae-913a3a4d7187,9/1/2021 15:32,America/Chicago,-89.6100521,39.7665139
648d5a2a-1100-44ea-ba03-570dc1af45ed,9/1/2021 18:32,Asia/Chongqing,121.507445,31.09656
ef7e693f-92d4-4357-bc1f-4dc5bf88d320,9/1/2021 19:45,Africa/Accra,-25.6594762,37.7423068
c67f1c80-72e3-4ac1-9585-b7a00b152fe5,9/1/2021 20:05,Asia/Bangkok,102.4235298,17.234553
ab6dc87e-2bb5-4adb-a7ca-cf90f96df623,9/1/2021 20:47,Asia/Karachi,73.2122,32.55492
e2221747-b7f2-4f55-bd0b-3df34ffeb25e,9/1/2021 22:35,Europe/Stockholm,17.0452859,58.6842686
25fb6edb-1872-48df-b25d-4b72116fb570,9/1/2021 22:45,Asia/Yakutsk,115.72526,49.8807
98062655-8acd-4df5-99cf-4be9435f300e,10/1/2021 0:48,Asia/Jakarta,115.1618941,-8.1094987
fa47f686-f608-4f3a-bab3-0769ea894e8f,10/1/2021 1:06,Asia/Makassar,117.1147095,-8.7817434
a947ab4a-10a7-43dc-bad9-501b95282045,10/1/2021 9:28,Asia/Tokyo,131.6460781,34.0577762
26814776-e344-4eb8-93d6-a46cecc7b7e9,10/1/2021 10:21,Asia/Chongqing,104.8951,25.085589
db161d69-94cc-4272-a755-7ea548e6e4e8,10/1/2021 12:11,America/Sao_Paulo,-49.4600885,-18.9745738
21dd314f-dcf8-42ef-beb4-fbd5117b095a,10/1/2021 12:18,Asia/Dhaka,89.0581674,24.1573777
6d87a065-8618-44fd-9196-f0a9a7e77514,10/1/2021 15:52,Europe/Zaporozhye,35.2590854,48.809598
d863da2b-e00c-405a-9730-0a91ca9c830b,10/1/2021 16:54,Europe/Lisbon,-7.8512814,40.5336661
3677bed8-bd5f-4a59-b612-2451b82bbaa7,10/1/2021 21:49,Asia/Shanghai,113.732809,39.672791
d2b71ffd-53fd-4757-ac87-8a12993e04d9,11/1/2021 1:59,Asia/Shanghai,117.099325,30.983057
69186407-e2b7-460e-bc88-3ccf3b0f8ffe,11/1/2021 4:43,Africa/Lusaka,31.1710389,-14.1700712
7e675072-5a6d-42d1-b4d7-4a416917dbb9,11/1/2021 4:46,America/Bogota,-77.391527,1.4081109
e3d9603d-7812-41d3-901c-2ad178838ec7,11/1/2021 7:59,Europe/Moscow,47.188097,42.854367
d566e242-742a-4828-907d-c5233e3780b1,11/1/2021 8:41,Asia/Tokyo,134.3869188,35.4297161
ccf30e32-a778-43b7-8b73-6075630f9a34,11/1/2021 10:23,Europe/Moscow,33.3074607,58.3495477
bc9ebc65-c06c-485d-b9eb-112ef5ba89b3,11/1/2021 10:54,Europe/Moscow,30.1938428,60.1444151
497d6a45-f124-4299-9d7b-1e7dbb9e211b,11/1/2021 15:16,Europe/Moscow,45.0009,62.2347
7d49ac77-091f-4f4e-b90e-153ecbb3493f,11/1/2021 16:27,Asia/Manila,123.1900935,13.6615154
0805944c-b51a-4e87-8da7-cc1ddd332536,11/1/2021 23:00,Europe/Warsaw,19.2676736,50.7504165
c91224e2-f7a0-4ef2-ba6a-595ec45b2cfd,11/1/2021 23:40,Asia/Chongqing,114.392392,36.097577
928c8eb7-0c10-4c3f-9b5c-74cac05ddf3e,11/1/2021 23:44,Asia/Manila,120.8071339,15.9814118
aa390f59-38fd-4646-a18b-893805c3d730,12/1/2021 1:12,Europe/Moscow,39.5247021,52.5713649
c118d5e8-08b0-49c9-988f-10ac793a0b50,12/1/2021 1:28,Indian/Reunion,55.2455558,-21.0945791
1b818e58-df04-4e16-941d-6596289ed8a7,12/1/2021 3:45,Asia/Jakarta,106.7617984,-6.6063841
f6cb23c3-a7e5-4428-b437-a769ef2a3dcb,12/1/2021 7:46,Asia/Jakarta,111.6556388,-7.5450262
d75dd4bd-af86-4291-a9a8-1e3898b6ae51,12/1/2021 9:22,Europe/Istanbul,36.6889,36.39535
77831a18-caa0-4a46-9a09-c134ea0de846,12/1/2021 11:24,Europe/Paris,-1.4517985,46.7152613
7bdfffa2-2e7e-4838-93de-ee1f22a27538,12/1/2021 11:49,Asia/Jakarta,113.790057,-8.1338509
e1077364-d83a-4437-b44f-03cb28a349ae,12/1/2021 12:30,Africa/Dar_es_Salaam,31.4199035,-1.2545772
5ef0e57a-8a49-4eea-b672-0aecfc069b18,12/1/2021 19:47,Asia/Manila,120.953604,14.7938922
5b5bd5f1-7d3d-4ebf-80ad-bf7c0febe6a5,13/1/2021 4:16,Europe/Warsaw,17.0027214,50.3907682
d5335d8d-8368-4938-a427-7ac4a67e1bc1,13/1/2021 8:15,Europe/Kiev,33.6817424,50.1837815
a8c1c371-b168-4d87-81ff-70baccf10685,13/1/2021 11:58,Asia/Jakarta,106.8606139,-6.8618246
17031f55-b048-44ea-823d-f514415861ad,13/1/2021 12:42,Asia/Chongqing,112.087455,32.687733
b2d228a9-ef13-4892-971a-91f296ca37ce,13/1/2021 14:20,Europe/Rome,11.2991498,43.7668053
717e9575-6aea-4739-8130-88357567e51e,13/1/2021 17:06,Asia/Kabul,70.3360691,35.2303205
2d4e970c-6975-4510-86cc-c4a1f94ef26f,13/1/2021 23:55,Europe/Sofia,22.9355752,44.0086458
55028188-c853-42ac-835f-f51e3594b381,14/1/2021 4:56,Europe/London,-4.031512,57.961476
634bc027-2eaa-4ae9-95a7-b162fe9f039b,14/1/2021 6:24,Asia/Damascus,35.92144,33.32836
dbf401a3-7f03-410d-8bbe-8ef5b22f7bf7,14/1/2021 7:42,Indian/Mauritius,57.3779066,-20.2884188
9ef9cc1c-7ac9-4702-b657-22ae15f03328,14/1/2021 10:42,Europe/Moscow,40.1348656,51.7386378
11a02332-8a0b-4190-af0f-ac7a39bcde90,14/1/2021 11:44,Asia/Chongqing,113.993115,22.974898
2edc1718-2b6e-42b3-92ab-13ee03d68a0e,14/1/2021 12:44,Europe/Lisbon,-9.017701,38.5908192
27335184-b029-49e4-87de-49518be65c5c,14/1/2021 13:43,America/Recife,-37.2746574,-7.4686612
88d6808e-301d-4ce6-8828-84aeb8912b9e,14/1/2021 14:01,Europe/Warsaw,22.2519345,51.6325636
b12392f7-0dc8-434f-a563-44484fc97886,14/1/2021 16:33,Asia/Shanghai,113.778639,26.480043
5018f663-acbc-4ad1-ad2e-d60a91fc7a5c,14/1/2021 16:38,Europe/Belgrade,20.6264373,45.2060835
66b31e43-a935-4ac3-8d40-ac1d09998d87,14/1/2021 19:03,Asia/Tashkent,71.7978333,40.3733802
259836d9-4816-4b55-9f7a-411c68a22c9d,14/1/2021 21:17,America/Sao_Paulo,-54.5890256,-25.5452817
98f7a253-26f3-48f5-a10c-8dd8c00ecc40,14/1/2021 21:58,Europe/Berlin,14.39293,52.85768
d2779f22-e66a-4f83-92cb-499596a0ea47,14/1/2021 21:58,America/Santo_Domingo,-70.6097821,19.1168606
2d245d4c-64eb-44e2-8600-7af5feb03a0a,15/1/2021 8:57,Asia/Seoul,126.5311884,33.4996213
599a9122-3b93-4b16-81ec-14734efb61a2,15/1/2021 10:37,America/Havana,-79.7231612,22.463604
d887546d-f8e1-4f9b-903e-d21a943ad400,15/1/2021 11:01,Asia/Harbin,117.3883737,48.9809916
e7778377-bc93-4bfc-a149-be6258c736fb,15/1/2021 11:19,America/Panama,-82.5645687,8.8698491
d41354e2-19fa-4a93-a5c5-2ad08f28abab,15/1/2021 13:22,Asia/Damascus,36.7011138,33.7443314
e252d960-943b-45fb-9cce-df810c472d19,15/1/2021 13:57,Europe/Lisbon,-8.4723108,37.106326
f981da64-61a0-4fdb-88f1-51d10c76f261,15/1/2021 14:18,Europe/Warsaw,19.234704,49.9800949
66ed1979-e5b6-465b-af02-ecb1703aa10b,15/1/2021 18:48,Asia/Kathmandu,80.9318332,29.2604745
98b928b2-63d0-49dd-a7d2-58899eb708e4,15/1/2021 22:28,Europe/Volgograd,47.254337,47.4060859
204ea968-50a2-4b71-bc40-1f723aef7c16,15/1/2021 22:31,Europe/Helsinki,28.4032167,63.0331454
d44a435d-769f-4448-8f76-f021ac91766d,16/1/2021 0:46,Asia/Harbin,116.96943,30.385605
8160c3f8-5d47-4211-9f84-bec2f37682e8,16/1/2021 1:49,Africa/Lagos,7.5599321,7.216175
fe04914c-5456-44c6-a608-d701e30fb1ee,16/1/2021 2:14,Asia/Tokyo,140.5368503,37.4547684
50ad07d1-32ef-4232-918c-67b7318e86a8,16/1/2021 9:44,Europe/Moscow,34.068866,57.8754385
706477c3-211c-46c4-8597-678058af74a5,16/1/2021 16:57,America/New_York,-83.1589716,42.4681713
593c7152-5949-49ca-952a-89639d53f2c1,16/1/2021 17:37,America/Bogota,-76.416372,5.41139
cc875438-4167-40b8-96d4-93434c517258,16/1/2021 17:56,Europe/Lisbon,-8.4821897,40.8148532
cc4e6d13-1133-4342-b2cb-81dca9dc22db,16/1/2021 18:12,Asia/Makassar,98.4683053,3.6020791
e7b3b427-05a5-430f-80f5-c85259ad69c6,16/1/2021 19:30,Asia/Shanghai,112.176206,37.189822
332e8e18-ecd2-4e91-a13f-33e0eebdc215,16/1/2021 21:47,Asia/Makassar,116.6435436,-8.5373782
78d2d144-90ca-42f8-a11d-5685419b77da,16/1/2021 23:12,Asia/Shanghai,117.032171,36.7821
2767dd3d-b67f-4953-8f77-f8e6c13717ef,17/1/2021 3:34,Asia/Jakarta,107.5259078,-7.025202
9c37a051-4d6d-4dd6-a27c-4ac182702cda,17/1/2021 8:16,Asia/Bangkok,100.4424658,14.4980456
b80b475c-2db7-4938-994c-24a0798bbb32,17/1/2021 8:59,Europe/Warsaw,20.1681128,53.2385231
852dc4cc-43d5-4ec0-98ed-9cb752641678,17/1/2021 10:01,Europe/Paris,1.2172257,44.8855006
61627065-aeef-4b79-a160-6e807339e09a,17/1/2021 13:39,Europe/Zaporozhye,30.234973,48.761389
81c4631a-102b-4772-b3a5-54fa71f9d966,17/1/2021 13:55,Europe/Kiev,28.0823146,49.3230985
bf422962-f8be-4d6e-bb99-b54a7d19dd47,18/1/2021 4:08,Asia/Makassar,118.0771515,-8.68633
82be2928-ab68-4d98-bb31-97c6634e0d2b,18/1/2021 7:33,Europe/Moscow,37.2580021,44.9869042
aa81f311-403d-46ed-af0b-794994661f0b,18/1/2021 9:21,America/Bogota,-75.698571,8.797145
d0f58fce-bb57-46a0-8718-033996088d2e,18/1/2021 9:32,America/Mexico_City,-105.547392,36.438167
44a7d4a3-91d6-472e-8b8b-44f902f7c362,18/1/2021 15:24,America/Costa_Rica,-84.0792946,9.9356473
54a70224-0d07-48be-883f-c40a48399194,18/1/2021 15:58,Europe/Athens,23.8661305,38.119756
73862fdb-4a37-453b-9529-741de65a7745,18/1/2021 17:02,Europe/Zurich,8.5324101,47.3842312
6678d53d-18ed-4eec-9270-a03c25fa1cd4,18/1/2021 18:21,Asia/Tokyo,141.064362,38.540644
5ba5bb77-e3bf-4123-a519-74ab974f1361,18/1/2021 21:32,Europe/Stockholm,16.7904143,60.2527141
c4e76572-b58f-4716-8e21-541c21c66e8b,19/1/2021 0:18,Asia/Shanghai,118.089425,24.479833
c2364838-e3bc-4488-8434-bddbb8f91078,19/1/2021 6:32,Africa/Kinshasa,12.9608246,-5.0077715
9409bded-3ce6-4af6-957e-2e30a1ff060c,19/1/2021 17:44,Asia/Manila,123.3719862,10.7613138
2de8d385-a52a-4e1c-8aa9-612e0179bebe,19/1/2021 17:56,Europe/Warsaw,19.6926546,52.7229746
27e33b4e-58f6-4934-9a7f-b7bf86c4e2d9,20/1/2021 1:47,America/Argentina/Cordoba,-64.442428,-32.232355
7704668a-0405-4f46-ae49-aaaeab3df768,20/1/2021 2:02,America/Edmonton,-113.9749472,50.7254936
191a0fd1-b50b-4e5e-94fd-339f85ded77a,20/1/2021 3:38,Asia/Jakarta,97.3705639,5.191484
0d32b241-2114-4b4c-af81-fe564a0aee62,20/1/2021 7:40,Asia/Dhaka,90.1494904,25.0746235
9ae2dd02-8f99-4e5f-a985-9b8c88294bf5,20/1/2021 9:34,Europe/Belgrade,20.6883184,45.5178224
e698ac5d-e945-4d64-90e2-8cf46efebac8,20/1/2021 11:09,Asia/Harbin,119.6364468,29.1082924
be4f30f8-ce4d-4d0f-9712-879022481fe6,20/1/2021 13:47,Asia/Shanghai,112.555087,27.756339
fc07afe4-d330-4f30-a0bd-bcc713dd8264,20/1/2021 17:41,America/Argentina/Catamarca,-65.0598718,-42.7556675
bea7fda1-eb53-4c28-8e12-0ec1eb46317f,20/1/2021 22:26,America/Santarem,-52.3613378,-7.0179497
ed2b2948-f53e-42a1-a200-777f4550e4a4,20/1/2021 23:25,Asia/Shanghai,114.418181,33.404544
fcfaa355-4a7c-4480-87ba-14dcfb36afdd,21/1/2021 5:12,Asia/Jakarta,105.2955575,-5.3810959
235f51f4-3b90-4e9a-a355-ea3476c2adc1,21/1/2021 8:28,Africa/Abidjan,-6.6745042,7.9601788
d1c916b8-3cf5-45fa-bdb2-1d12353a38a2,21/1/2021 10:32,Asia/Yakutsk,114.3182712,62.4468151
c36f575a-6c0d-47ca-8200-97e99474f97b,21/1/2021 16:00,Europe/Sarajevo,17.2236492,43.7187433
43f7873c-80ee-48a0-bded-8880de73f6bc,21/1/2021 16:51,Africa/Casablanca,-5.3625516,35.5888995
db1e2fe0-ca31-4fc0-b353-3a5fbd12cc3f,21/1/2021 18:18,Europe/Zaporozhye,38.0671601,47.8748302
9d1fe72d-14b2-4cb7-bb28-f38bddeb8ab3,21/1/2021 18:44,Asia/Chongqing,108.839557,27.69965
d490dff2-8739-48ea-9929-4106d7dc9140,21/1/2021 22:49,Asia/Samarkand,67.8927472,38.2764328
29c5f0c2-5967-40b4-a19f-8a2b8bd29e55,22/1/2021 1:12,Europe/Paris,3.5276642,45.521519
4bc31910-523c-4d8a-afea-4ef50c7d3985,22/1/2021 1:51,Asia/Kabul,70.5552362,37.1017088
d299eaa5-4a15-450b-91b6-c60fd8c792eb,22/1/2021 3:30,America/Chicago,-86.81,33.37
26832984-3eb7-4f0d-9537-35debfb369ee,22/1/2021 6:06,Asia/Yakutsk,61.9066841,57.3299614
16b4a245-bba7-4cae-83cb-e2dae91d7fa3,22/1/2021 6:49,Europe/Stockholm,15.2667633,56.1929385
01f0ff42-ee96-4f7b-8252-63a7e25c559c,22/1/2021 7:37,Europe/Stockholm,15.6355,60.60646
ed996550-ca46-4ca2-8497-918d53a8b09e,22/1/2021 10:48,Europe/Oslo,5.7123282,58.9015864
86257b66-fb46-48f6-bdd8-e68681efc447,22/1/2021 14:02,Asia/Harbin,123.2861901,41.000673
f4c40cec-f649-4136-bd0d-1cf8decd4fbf,22/1/2021 19:24,Asia/Chongqing,102.913526,35.0032213
0e63a945-f60f-4d06-b362-a0d5af3b7cd9,22/1/2021 21:32,Europe/Athens,23.8724272,38.0230869
103cc78c-e4c3-48f8-a653-788989abc7d8,23/1/2021 2:45,Asia/Chongqing,106.837744,28.952878
2167315b-551e-4909-b1a4-1427a07408eb,23/1/2021 4:33,Europe/Zagreb,13.8716558,44.9279556
36214c67-50f6-4775-96d2-706b844ff81b,23/1/2021 4:49,Asia/Shanghai,114.012813,22.637151
94317efd-1f05-4428-9a26-b1836015589a,23/1/2021 5:16,America/Sao_Paulo,-42.8376099,-21.013792
75822fa1-a9c3-4bfa-9945-23896eea8e54,23/1/2021 9:21,America/Tegucigalpa,-86.5728785,14.8288248
624b71f2-5f3b-4df6-a0a6-e4f40427ef0f,23/1/2021 9:47,America/Argentina/Buenos_Aires,-58.6431417,-34.6331511
1b4157ed-1383-479e-844f-ed137f705388,23/1/2021 10:24,Asia/Manila,120.8898149,15.6432256
491ad749-2c28-4679-9af5-d1a9ca9ad501,23/1/2021 14:48,America/Los_Angeles,-118.4980744,34.1985119
4cfb55d3-aee3-466c-80c3-cfd1be2a387c,23/1/2021 15:01,Africa/Freetown,-11.1166667,9.1666667
dc20bbe4-db60-4b75-a4c6-731e7ed3e613,23/1/2021 18:08,Asia/Makassar,124.4364621,-9.798194
a7c06b7d-692b-4de5-aab8-a0f4a98f5933,23/1/2021 18:33,America/Caracas,-69.7078423,10.5729257
2c1fe30a-f57b-49da-ab5f-b8c53801555c,23/1/2021 18:55,America/Chicago,-123.3072848,44.934021
8853918b-4e09-42d0-989a-5c25df9cc59c,23/1/2021 19:07,Asia/Harbin,107.253334,26.443249
155a2ec8-dd36-4f17-be22-c9c8616bd9b0,24/1/2021 0:27,Asia/Kamchatka,159.64266,55.6065
5ae3ca8e-394f-4e44-9b0c-e9d6475a8627,24/1/2021 2:45,Asia/Shanghai,120.0058196,35.8712549
1e68c04e-360c-4ed3-92af-11b51902e6d1,24/1/2021 2:57,Australia/Sydney,138.596204,-34.8352742
1eee65f6-6d44-46ad-9d1c-d66d59b73edd,24/1/2021 3:06,America/Sao_Paulo,-41.8402054,-16.5625267
88ff7326-cd70-414e-8fb9-e43c80278053,24/1/2021 4:33,Asia/Karachi,68.3132182,26.4486465
36f7d82c-278f-46ac-9589-c54aec414d87,24/1/2021 8:46,Asia/Makassar,116.234153,-3.2342185
f43c60fa-2f00-49ec-afba-caa42a08d7e6,24/1/2021 11:20,Asia/Chongqing,104.778442,29.33903
9c51e1b2-1c8d-4790-ab65-504b1c89ee22,24/1/2021 13:07,America/Regina,-105.5361463,50.4163784
a64abe28-3ab5-4d3f-97c3-f70a4f987f4a,25/1/2021 1:04,America/Tegucigalpa,-88.3020602,15.040667
636b2e92-b5bf-45e6-9564-18d5f7f1a495,25/1/2021 1:23,Asia/Manila,121.0912149,14.8454589
f6e1765d-bd0f-4951-a6e2-b09085e1e282,25/1/2021 1:49,Europe/Prague,14.509899,49.8618582
64334d6b-d78a-44b8-a52a-7bf64e4cfc9c,25/1/2021 3:20,Asia/Shanghai,118.169798,30.113962
cf9c5637-5073-473c-a7a0-7aa8dfd79d0a,25/1/2021 7:59,America/Fortaleza,-53.1426814,-24.6399084
96d49f80-fcd7-423f-8ccf-13d524eedbeb,25/1/2021 8:24,Asia/Yakutsk,109.7765741,52.1662684
