sensor_id,datetime,timezone,longitude,latitude,order_id,vehicle_id
f85eabb6-8316-48bc-85b5-7b865d99f1f1,00:00.0,Europe/Luxembourg,6.190803,49.5178845,62c2447cfc13ae029c000208,NLHL0KNO4
ce995a08-7710-471c-8028-44d742493952,36:00.0,Africa/Douala,9.9520961,5.1227373,62c2447bfc13ae029c0000a4,OMRD5GGED
b872ff9f-678c-4898-a5e6-bde99c26c83b,00:00.0,Asia/Manila,121.692832,17.659685,62c2447dfc13ae029c0007ac,QKWNC4WA1
1b4157ed-1383-479e-844f-ed137f705388,00:00.0,America/Jamaica,-76.7704413,18.2703512,62c2447bfc13ae029c000014,6AD7RSYW7
bff762a2-f9c1-45c8-91e1-d8238548d656,00:00.0,Asia/Shanghai,113.264385,23.12911,62c2447cfc13ae029c0004da,9MHQJIBZ0
f85eabb6-8316-48bc-85b5-7b865d99f1f1,36:00.0,Asia/Manila,120.8719556,16.8449454,62c2447cfc13ae029c000208,NLHL0KNO4
ce995a08-7710-471c-8028-44d742493952,24:00.0,Asia/Chongqing,118.322663,29.603915,62c2447bfc13ae029c0000a4,OMRD5GGED
bb6f5199-b521-4f3e-aacf-a83b6797afac,00:00.0,Europe/Bucharest,23.8730183,48.1417959,62c2447cfc13ae029c0004dc,O1FY5LBL8
c4b337d6-6214-46af-aaaa-5f74bb02dcde,00:00.0,Europe/Zaporozhye,38.8114674,48.0347132,62c2447cfc13ae029c0005b4,6L9MWL38D
1b4157ed-1383-479e-844f-ed137f705388,00:00.0,Africa/Casablanca,-4.3128549,34.9432203,62c2447bfc13ae029c000014,6AD7RSYW7
f85eabb6-8316-48bc-85b5-7b865d99f1f1,12:00.0,America/Argentina/Cordoba,-68.8225775,-32.8676273,62c2447cfc13ae029c000208,NLHL0KNO4
ce995a08-7710-471c-8028-44d742493952,12:00.0,Africa/Dakar,-16.0757749,14.1652083,62c2447bfc13ae029c0000a4,OMRD5GGED
1b4157ed-1383-479e-844f-ed137f705388,00:00.0,Africa/Tunis,10.8,35.7,62c2447bfc13ae029c000014,6AD7RSYW7
ce995a08-7710-471c-8028-44d742493952,00:00.0,Asia/Chongqing,121.510319,31.123351,62c2447bfc13ae029c0000a4,OMRD5GGED
f85eabb6-8316-48bc-85b5-7b865d99f1f1,48:00.0,Europe/Paris,-4.4706255,48.4100734,62c2447cfc13ae029c000208,NLHL0KNO4
bb6f5199-b521-4f3e-aacf-a83b6797afac,00:00.0,Asia/Damascus,36.5567371,35.7208473,62c2447cfc13ae029c0004dc,O1FY5LBL8
f85eabb6-8316-48bc-85b5-7b865d99f1f1,24:00.0,Asia/Chongqing,127.504166,45.273298,62c2447cfc13ae029c000208,NLHL0KNO4
f85eabb6-8316-48bc-85b5-7b865d99f1f1,00:00.0,America/Mexico_City,-103.4082453,20.7257009,62c2447cfc13ae029c000208,NLHL0KNO4
967165ae-5fe6-486d-aa19-0928ef15e08e,00:00.0,Asia/Chongqing,111.8568586,37.2425649,62c2447cfc13ae029c0004f0,RFNS9KJ5U
6467c130-4947-4dce-8cd5-adc5a18aaea9,00:00.0,America/Detroit,-85.6332093,43.0043693,62c2447bfc13ae029c000192,TUHET6V8N
f43c60fa-2f00-49ec-afba-caa42a08d7e6,00:00.0,Europe/Sofia,24.1082622,42.0256471,62c2447bfc13ae029c0000dc,29RIRDG1F
0d3ef64c-2ec4-469f-8fda-145ba3ccd75d,00:00.0,Asia/Shanghai,115.814504,32.890479,62c2447cfc13ae029c0006ca,WSRUQTUPD
cecb920b-b4c4-4c97-baa0-b7f3d7375a31,00:00.0,Europe/Warsaw,19.6926546,52.7229746,62c2447cfc13ae029c00033e,W2SA2I6QC
967165ae-5fe6-486d-aa19-0928ef15e08e,00:00.0,Asia/Bangkok,100.0601382,13.81967,62c2447cfc13ae029c0004f0,RFNS9KJ5U
2a3402ed-867a-4de0-bc33-c9a05ac2adcf,25:42.9,Europe/Paris,0.3350126,46.5838069,62c2447cfc13ae029c000646,HUQLNO3AN
f43c60fa-2f00-49ec-afba-caa42a08d7e6,00:00.0,Asia/Sakhalin,104.3213093,52.2795871,62c2447bfc13ae029c0000dc,29RIRDG1F
cecb920b-b4c4-4c97-baa0-b7f3d7375a31,00:00.0,Europe/Sarajevo,18.8019069,43.9340953,62c2447cfc13ae029c00033e,W2SA2I6QC
967165ae-5fe6-486d-aa19-0928ef15e08e,00:00.0,Asia/Chongqing,113.922251,30.961094,62c2447cfc13ae029c0004f0,RFNS9KJ5U
0d3ef64c-2ec4-469f-8fda-145ba3ccd75d,00:00.0,Asia/Manila,121.2234268,5.976337,62c2447cfc13ae029c0006ca,WSRUQTUPD
2a3402ed-867a-4de0-bc33-c9a05ac2adcf,51:25.7,Europe/Prague,17.2369478,49.7979942,62c2447cfc13ae029c000646,HUQLNO3AN
61469fd8-c442-4e5e-92ab-bb754d2d2c94,36:00.0,Europe/Paris,1.9038837,43.0429124,62c2447cfc13ae029c000400,V6SYBU1C3
cecb920b-b4c4-4c97-baa0-b7f3d7375a31,00:00.0,Asia/Pontianak,100.2880581,0.839501,62c2447cfc13ae029c00033e,W2SA2I6QC
6467c130-4947-4dce-8cd5-adc5a18aaea9,00:00.0,Europe/Moscow,42.0223291,45.1253665,62c2447bfc13ae029c000192,TUHET6V8N
2aab503d-cbb4-42ee-8924-afbeb64d1aaa,00:00.0,Europe/Moscow,38.0596975,50.2350707,62c2447dfc13ae029c000786,FEGO1H8L8
967165ae-5fe6-486d-aa19-0928ef15e08e,00:00.0,Asia/Karachi,71.4201301,30.1102634,62c2447cfc13ae029c0004f0,RFNS9KJ5U
bbd6bfb0-a4a6-4a16-b4c9-2e194b89b362,00:00.0,America/Bahia,-39.0085346,-12.5183628,62c2447cfc13ae029c000252,WMMT0X97T
778026ea-6a58-48d3-a4c7-ebeba90fa4bd,00:00.0,Asia/Harbin,123.2861901,41.000673,62c2447cfc13ae029c00075c,MPNRP8SSK
f43c60fa-2f00-49ec-afba-caa42a08d7e6,00:00.0,America/Santo_Domingo,-69.7320914,19.0077085,62c2447bfc13ae029c0000dc,29RIRDG1F
8c22d00e-58eb-4762-a00f-7d6dbcd05222,00:00.0,America/New_York,-84.3857442,30.4649282,62c2447cfc13ae029c0002f4,T7DE8ZN2I
cecb920b-b4c4-4c97-baa0-b7f3d7375a31,00:00.0,America/Detroit,-85.625085,42.9862014,62c2447cfc13ae029c00033e,W2SA2I6QC
2aab503d-cbb4-42ee-8924-afbeb64d1aaa,00:00.0,Europe/Stockholm,18.056792,59.3326658,62c2447dfc13ae029c000786,FEGO1H8L8
2a3402ed-867a-4de0-bc33-c9a05ac2adcf,17:08.6,Asia/Makassar,115.2605,-8.3893,62c2447cfc13ae029c000646,HUQLNO3AN
0d3ef64c-2ec4-469f-8fda-145ba3ccd75d,00:00.0,Asia/Manila,120.6149195,14.9795865,62c2447cfc13ae029c0006ca,WSRUQTUPD
61469fd8-c442-4e5e-92ab-bb754d2d2c94,12:00.0,America/Montreal,-52.7079539,47.5688259,62c2447cfc13ae029c000400,V6SYBU1C3
967165ae-5fe6-486d-aa19-0928ef15e08e,00:00.0,Asia/Chongqing,107.518847,26.259427,62c2447cfc13ae029c0004f0,RFNS9KJ5U
2aab503d-cbb4-42ee-8924-afbeb64d1aaa,00:00.0,Europe/Stockholm,17.9989049,59.3625458,62c2447dfc13ae029c000786,FEGO1H8L8
778026ea-6a58-48d3-a4c7-ebeba90fa4bd,00:00.0,Asia/Chongqing,113.3848198,23.1186718,62c2447cfc13ae029c00075c,MPNRP8SSK
cecb920b-b4c4-4c97-baa0-b7f3d7375a31,00:00.0,Europe/Prague,13.1979079,49.5604375,62c2447cfc13ae029c00033e,W2SA2I6QC
cc4a7bd4-bc3e-4753-b97d-d01f09811765,00:00.0,America/Tegucigalpa,-87.8782959,14.5748924,62c2447bfc13ae029c0000c6,OWP7GFUHX
f43c60fa-2f00-49ec-afba-caa42a08d7e6,00:00.0,Asia/Harbin,121.591843,31.186433,62c2447bfc13ae029c0000dc,29RIRDG1F
2a3402ed-867a-4de0-bc33-c9a05ac2adcf,42:51.4,America/Bogota,-73.6344979,11.2561208,62c2447cfc13ae029c000646,HUQLNO3AN
2aab503d-cbb4-42ee-8924-afbeb64d1aaa,00:00.0,Asia/Chongqing,111.533986,35.96533,62c2447dfc13ae029c000786,FEGO1H8L8
8c22d00e-58eb-4762-a00f-7d6dbcd05222,00:00.0,Africa/Addis_Ababa,39.8964772,9.9932482,62c2447cfc13ae029c0002f4,T7DE8ZN2I
6467c130-4947-4dce-8cd5-adc5a18aaea9,00:00.0,Asia/Krasnoyarsk,77.6065163,60.7353362,62c2447bfc13ae029c000192,TUHET6V8N
0d3ef64c-2ec4-469f-8fda-145ba3ccd75d,00:00.0,Asia/Jakarta,109.0274877,-7.5347018,62c2447cfc13ae029c0006ca,WSRUQTUPD
bbd6bfb0-a4a6-4a16-b4c9-2e194b89b362,00:00.0,Asia/Chongqing,111.850777,30.02598,62c2447cfc13ae029c000252,WMMT0X97T
cecb920b-b4c4-4c97-baa0-b7f3d7375a31,00:00.0,Asia/Shanghai,120.127934,32.509155,62c2447cfc13ae029c00033e,W2SA2I6QC
967165ae-5fe6-486d-aa19-0928ef15e08e,00:00.0,Asia/Manila,125.6860723,10.7930794,62c2447cfc13ae029c0004f0,RFNS9KJ5U
778026ea-6a58-48d3-a4c7-ebeba90fa4bd,00:00.0,Europe/Paris,2.7425682,50.2837307,62c2447cfc13ae029c00075c,MPNRP8SSK
61469fd8-c442-4e5e-92ab-bb754d2d2c94,48:00.0,Europe/Prague,15.9914362,49.9555247,62c2447cfc13ae029c000400,V6SYBU1C3
2aab503d-cbb4-42ee-8924-afbeb64d1aaa,00:00.0,Asia/Karachi,69.5483393,28.0159533,62c2447dfc13ae029c000786,FEGO1H8L8
f43c60fa-2f00-49ec-afba-caa42a08d7e6,00:00.0,Asia/Harbin,111.014357,25.823925,62c2447bfc13ae029c0000dc,29RIRDG1F
2a3402ed-867a-4de0-bc33-c9a05ac2adcf,08:34.3,Europe/Belgrade,20.7226764,42.3273306,62c2447cfc13ae029c000646,HUQLNO3AN
8c22d00e-58eb-4762-a00f-7d6dbcd05222,00:00.0,Asia/Manila,121.0855062,14.5906311,62c2447cfc13ae029c0002f4,T7DE8ZN2I
2aab503d-cbb4-42ee-8924-afbeb64d1aaa,00:00.0,Asia/Chongqing,101.81962,36.114691,62c2447dfc13ae029c000786,FEGO1H8L8
967165ae-5fe6-486d-aa19-0928ef15e08e,00:00.0,Asia/Chongqing,105.20105,27.87132,62c2447cfc13ae029c0004f0,RFNS9KJ5U
778026ea-6a58-48d3-a4c7-ebeba90fa4bd,00:00.0,Asia/Ulaanbaatar,91.339774,48.6618569,62c2447cfc13ae029c00075c,MPNRP8SSK
cc4a7bd4-bc3e-4753-b97d-d01f09811765,00:00.0,Asia/Jakarta,106.1169299,-6.3270611,62c2447bfc13ae029c0000c6,OWP7GFUHX
61469fd8-c442-4e5e-92ab-bb754d2d2c94,24:00.0,Asia/Makassar,120.9905,-8.7597358,62c2447cfc13ae029c000400,V6SYBU1C3
2a3402ed-867a-4de0-bc33-c9a05ac2adcf,34:17.1,Asia/Aden,43.55633,15.63981,62c2447cfc13ae029c000646,HUQLNO3AN
f43c60fa-2f00-49ec-afba-caa42a08d7e6,00:00.0,Asia/Jakarta,111.9629,-8.0934,62c2447bfc13ae029c0000dc,29RIRDG1F
6467c130-4947-4dce-8cd5-adc5a18aaea9,00:00.0,Asia/Shanghai,91.243888,28.358884,62c2447bfc13ae029c000192,TUHET6V8N
61469fd8-c442-4e5e-92ab-bb754d2d2c94,00:00.0,Europe/Belgrade,21.6706559,44.4846365,62c2447cfc13ae029c000400,V6SYBU1C3
2a3402ed-867a-4de0-bc33-c9a05ac2adcf,00:00.0,Africa/Johannesburg,27.6170798,-24.9250707,62c2447cfc13ae029c000646,HUQLNO3AN
cc4a7bd4-bc3e-4753-b97d-d01f09811765,00:00.0,Asia/Shanghai,104.565145,28.228271,62c2447bfc13ae029c0000c6,OWP7GFUHX
cc4a7bd4-bc3e-4753-b97d-d01f09811765,00:00.0,Asia/Chongqing,107.752611,28.39571,62c2447bfc13ae029c0000c6,OWP7GFUHX
6df7b45d-eaa9-4a79-a112-3d9261f24894,00:00.0,Asia/Shanghai,113.277504,34.878483,62c2447bfc13ae029c00014e,C8OWEOUR9
29c81106-f28d-4526-8da7-05d9e49cb77b,00:00.0,Asia/Makassar,116.234153,-3.2342185,62c2447cfc13ae029c000508,ZVWWHXR0Q
7098f3a4-9875-4438-a63a-2ccba0ef0e9d,12:00.0,Europe/Moscow,29.8519956,59.6742944,62c2447dfc13ae029c0007a8,3T73NHI9K
29c81106-f28d-4526-8da7-05d9e49cb77b,00:00.0,Indian/Antananarivo,47.0875045,-21.4546147,62c2447cfc13ae029c000508,ZVWWHXR0Q
c4e76572-b58f-4716-8e21-541c21c66e8b,51:25.7,Asia/Urumqi,121.9104961,30.9127987,62c2447dfc13ae029c0007ce,80PIFOT1G
6df7b45d-eaa9-4a79-a112-3d9261f24894,00:00.0,Europe/Moscow,43.1042263,57.3301409,62c2447bfc13ae029c00014e,C8OWEOUR9
29c81106-f28d-4526-8da7-05d9e49cb77b,00:00.0,America/Regina,-106.5473023,52.1527462,62c2447cfc13ae029c000508,ZVWWHXR0Q
7098f3a4-9875-4438-a63a-2ccba0ef0e9d,24:00.0,Asia/Makassar,98.4683053,3.6020791,62c2447dfc13ae029c0007a8,3T73NHI9K
540cdbc8-681a-4566-b50b-f33978c6de41,00:00.0,Europe/Moscow,37.2580021,44.9869042,62c2447cfc13ae029c0005ac,Z7LY2FPXN
29c81106-f28d-4526-8da7-05d9e49cb77b,00:00.0,Asia/Sakhalin,142.5504149,47.335609,62c2447cfc13ae029c000508,ZVWWHXR0Q
7098f3a4-9875-4438-a63a-2ccba0ef0e9d,36:00.0,Europe/Berlin,6.4041782,49.8053451,62c2447dfc13ae029c0007a8,3T73NHI9K
6df7b45d-eaa9-4a79-a112-3d9261f24894,00:00.0,Europe/Athens,23.4486395,38.4791344,62c2447bfc13ae029c00014e,C8OWEOUR9
29c81106-f28d-4526-8da7-05d9e49cb77b,00:00.0,Asia/Shanghai,117.155313,39.154261,62c2447cfc13ae029c000508,ZVWWHXR0Q
c4e76572-b58f-4716-8e21-541c21c66e8b,42:51.4,Europe/Moscow,34.068866,57.8754385,62c2447dfc13ae029c0007ce,80PIFOT1G
